Year,COUNTY_ID,County Name,DIST_ID,District Name,SCHOOL_ID,School Name,PRGCODE,GRADE_LEVEL,WH_M,WH_F,BL_M,BL_F,HI_M,HI_F,AS_M,AS_F,AM_M,AM_F,PI_M,PI_F,MU_M,MU_F,ROW_TOTAL,FREE_LUNCH,REDUCED_LUNCH,LEP,MIGRANT,SPECED
2011-2012,15,GLOUCESTER,860,CLAYTON PUBLIC SCHOOLS,40,HERMA S. SIMMONS ELEMENTARY SCHOOL,3,NA,23,24,12,11,6,3,3,1,0,0,0,0,2,3,88,,,,,
2011-2012,15,GLOUCESTER,860,CLAYTON PUBLIC SCHOOLS,40,HERMA S. SIMMONS ELEMENTARY SCHOOL,4,NA,31,24,14,12,2,1,4,0,0,0,0,0,1,3,92,,,,,
2011-2012,15,GLOUCESTER,860,CLAYTON PUBLIC SCHOOLS,40,HERMA S. SIMMONS ELEMENTARY SCHOOL,5,NA,29,28,16,12,2,8,2,2,0,0,0,0,3,1,103,,,,,
2011-2012,15,GLOUCESTER,860,CLAYTON PUBLIC SCHOOLS,40,HERMA S. SIMMONS ELEMENTARY SCHOOL,UG,NA,3,1,4,0,0,0,0,0,0,0,0,0,0,0,8,,,,,
2011-2012,15,GLOUCESTER,860,CLAYTON PUBLIC SCHOOLS,40,HERMA S. SIMMONS ELEMENTARY SCHOOL,55,NA,219,202,87,66,32,42,17,8,4,2,0,0,20,24,723,282,67,29,0,
2011-2012,15,GLOUCESTER,860,CLAYTON PUBLIC SCHOOLS,45,CLAYTON MIDDLE SCHOOL,6,NA,28,31,9,11,4,4,0,1,0,1,0,0,1,2,92,,,,,
2011-2012,15,GLOUCESTER,860,CLAYTON PUBLIC SCHOOLS,45,CLAYTON MIDDLE SCHOOL,7,NA,25,24,14,12,3,1,1,1,1,0,0,0,1,2,85,,,,,
2011-2012,15,GLOUCESTER,860,CLAYTON PUBLIC SCHOOLS,45,CLAYTON MIDDLE SCHOOL,8,NA,27,35,21,8,7,2,1,2,1,0,1,0,2,1,108,,,,,
2011-2012,15,GLOUCESTER,860,CLAYTON PUBLIC SCHOOLS,45,CLAYTON MIDDLE SCHOOL,55,NA,80,90,44,31,14,7,2,4,2,1,1,0,4,5,285,103,41,1,0,
2011-2012,15,GLOUCESTER,860,CLAYTON PUBLIC SCHOOLS,999,District Total,PH,NA,42,30,5,3,2,9,1,0,0,0,0,0,4,2,98,,,,,
2011-2012,15,GLOUCESTER,860,CLAYTON PUBLIC SCHOOLS,999,District Total,KF,NA,38,33,11,5,7,9,2,1,0,2,0,0,4,7,119,,,,,
2011-2012,15,GLOUCESTER,860,CLAYTON PUBLIC SCHOOLS,999,District Total,1,NA,25,37,5,10,7,4,2,3,2,0,0,0,4,6,105,,,,,
2011-2012,15,GLOUCESTER,860,CLAYTON PUBLIC SCHOOLS,999,District Total,2,NA,28,25,20,13,6,8,3,1,2,0,0,0,2,2,110,,,,,
2011-2012,15,GLOUCESTER,860,CLAYTON PUBLIC SCHOOLS,999,District Total,3,NA,23,24,12,11,6,3,3,1,0,0,0,0,2,3,88,,,,,
2011-2012,15,GLOUCESTER,860,CLAYTON PUBLIC SCHOOLS,999,District Total,4,NA,31,24,14,12,2,1,4,0,0,0,0,0,1,3,92,,,,,
2011-2012,15,GLOUCESTER,860,CLAYTON PUBLIC SCHOOLS,999,District Total,5,NA,29,28,16,12,2,8,2,2,0,0,0,0,3,1,103,,,,,
2011-2012,15,GLOUCESTER,860,CLAYTON PUBLIC SCHOOLS,999,District Total,6,NA,28,31,9,11,4,4,0,1,0,1,0,0,1,2,92,,,,,
2011-2012,15,GLOUCESTER,860,CLAYTON PUBLIC SCHOOLS,999,District Total,7,NA,25,24,14,12,3,1,1,1,1,0,0,0,1,2,85,,,,,
2011-2012,15,GLOUCESTER,860,CLAYTON PUBLIC SCHOOLS,999,District Total,8,NA,27,35,21,8,7,2,1,2,1,0,1,0,2,1,108,,,,,
2011-2012,15,GLOUCESTER,860,CLAYTON PUBLIC SCHOOLS,999,District Total,9,NA,7,4,6,1,0,0,0,0,0,1,0,0,0,1,20,,,,,
2011-2012,15,GLOUCESTER,860,CLAYTON PUBLIC SCHOOLS,999,District Total,10,NA,26,25,7,12,8,5,1,1,0,0,0,0,0,2,87,,,,,
2011-2012,15,GLOUCESTER,860,CLAYTON PUBLIC SCHOOLS,999,District Total,11,NA,19,27,13,7,0,1,0,0,1,0,0,0,1,0,69,,,,,
2011-2012,15,GLOUCESTER,860,CLAYTON PUBLIC SCHOOLS,999,District Total,12,NA,21,24,9,13,1,1,1,3,0,1,0,0,0,0,74,,,,,
2011-2012,15,GLOUCESTER,860,CLAYTON PUBLIC SCHOOLS,999,District Total,UG,NA,3,1,4,0,0,0,0,0,0,0,0,0,0,0,8,,,,,
2011-2012,15,GLOUCESTER,860,CLAYTON PUBLIC SCHOOLS,999,District Total,55,NA,372,372,166,130,55,56,21,16,7,5,1,0,25,32,1258,451,144,32,0,
2011-2012,15,GLOUCESTER,870,Clearview Regional High School District,20,Clearview Regional High School,9,NA,174,168,7,9,8,7,4,5,0,0,0,0,0,1,383,,,,,
2011-2012,15,GLOUCESTER,870,Clearview Regional High School District,20,Clearview Regional High School,10,NA,179,176,8,3,2,2,5,6,1,1,0,0,0,2,385,,,,,
2011-2012,15,GLOUCESTER,870,Clearview Regional High School District,20,Clearview Regional High School,11,NA,160,146,4,5,2,7,4,6,0,0,0,1,0,0,335,,,,,
2011-2012,15,GLOUCESTER,870,Clearview Regional High School District,20,Clearview Regional High School,12,NA,192,187.5,7,9,1,0,7,6,0,0,0,0,0,0,409.5,,,,,
2011-2012,15,GLOUCESTER,870,Clearview Regional High School District,20,Clearview Regional High School,UG,NA,40.5,18,6,1,2,1,1,0,0,1,0,0,0,0,70.5,,,,,
2011-2012,15,GLOUCESTER,870,Clearview Regional High School District,20,Clearview Regional High School,55,NA,745.5,695.5,32,27,15,17,21,23,1,2,0,1,0,3,1583,103.5,41,1,0,
2011-2012,15,GLOUCESTER,870,Clearview Regional High School District,30,Clearview Regional Middle School,7,NA,203,182,11,12,6,5,13,4,1,0,0,0,2,1,440,,,,,
2011-2012,15,GLOUCESTER,870,Clearview Regional High School District,30,Clearview Regional Middle School,8,NA,187,198,11,9,7,6,12,4,0,1,0,0,1,7,443,,,,,
2011-2012,15,GLOUCESTER,870,Clearview Regional High School District,30,Clearview Regional Middle School,UG,NA,23,11,3,0,0,0,0,0,0,0,0,0,0,0,37,,,,,
2011-2012,15,GLOUCESTER,870,Clearview Regional High School District,30,Clearview Regional Middle School,55,NA,413,391,25,21,13,11,25,8,1,1,0,0,3,8,920,75,30,1,0,
2011-2012,15,GLOUCESTER,870,Clearview Regional High School District,999,District Total,7,NA,203,182,11,12,6,5,13,4,1,0,0,0,2,1,440,,,,,
2011-2012,15,GLOUCESTER,870,Clearview Regional High School District,999,District Total,8,NA,187,198,11,9,7,6,12,4,0,1,0,0,1,7,443,,,,,
2011-2012,15,GLOUCESTER,870,Clearview Regional High School District,999,District Total,9,NA,174,168,7,9,8,7,4,5,0,0,0,0,0,1,383,,,,,
2011-2012,15,GLOUCESTER,870,Clearview Regional High School District,999,District Total,10,NA,179,176,8,3,2,2,5,6,1,1,0,0,0,2,385,,,,,
2011-2012,15,GLOUCESTER,870,Clearview Regional High School District,999,District Total,11,NA,160,146,4,5,2,7,4,6,0,0,0,1,0,0,335,,,,,
2011-2012,15,GLOUCESTER,870,Clearview Regional High School District,999,District Total,12,NA,192,187.5,7,9,1,0,7,6,0,0,0,0,0,0,409.5,,,,,
2011-2012,15,GLOUCESTER,870,Clearview Regional High School District,999,District Total,UG,NA,63.5,29,9,1,2,1,1,0,0,1,0,0,0,0,107.5,,,,,
2011-2012,15,GLOUCESTER,870,Clearview Regional High School District,999,District Total,55,NA,1158.5,1086.5,57,48,28,28,46,31,2,3,0,1,3,11,2503,178.5,71,2,0,
2011-2012,15,GLOUCESTER,1100,Deptford Township Public School District,30,Central Early Childhood Center,PH,NA,60,65,19,9,16,8,9,10,0,0,0,0,0,0,196,,,,,
2011-2012,15,GLOUCESTER,1100,Deptford Township Public School District,30,Central Early Childhood Center,KF,NA,61,47,23,11,10,10,7,6,0,0,0,0,0,0,175,,,,,
2011-2012,15,GLOUCESTER,1100,Deptford Township Public School District,30,Central Early Childhood Center,1,NA,49,58,16,14,10,6,10,10,0,1,0,0,1,0,175,,,,,
2011-2012,15,GLOUCESTER,1100,Deptford Township Public School District,30,Central Early Childhood Center,UG,NA,17,13,2,1,3,0,2,0,0,0,0,0,0,0,38,,,,,
2011-2012,15,GLOUCESTER,1100,Deptford Township Public School District,30,Central Early Childhood Center,55,NA,187,183,60,35,39,24,28,26,0,1,0,0,1,0,584,170,34,22,0,
2011-2012,15,GLOUCESTER,1100,Deptford Township Public School District,40,Deptford Township High School,9,NA,84,84,28,38,13,8,4,9,0,0,0,0,0,0,268,,,,,
2011-2012,15,GLOUCESTER,1100,Deptford Township Public School District,40,Deptford Township High School,10,NA,81,88,29,25,6,6,9,6,1,2,0,0,0,1,254,,,,,
2011-2012,15,GLOUCESTER,1100,Deptford Township Public School District,40,Deptford Township High School,11,NA,81,76,41,24,6,5,5,9,0,0,0,0,0,0,247,,,,,
2011-2012,15,GLOUCESTER,1100,Deptford Township Public School District,40,Deptford Township High School,12,NA,72.5,64,19.5,27.5,9,11.5,6,10,0,0,1,0,0,0,221,,,,,
2011-2012,15,GLOUCESTER,1100,Deptford Township Public School District,40,Deptford Township High School,UG,NA,18,3.5,4,3,5,1,0,0,0,0,0,0,0,0,34.5,,,,,
2011-2012,15,GLOUCESTER,1100,Deptford Township Public School District,40,Deptford Township High School,55,NA,336.5,315.5,121.5,117.5,39,31.5,24,34,1,2,1,0,0,1,1024.5,275.5,117.5,11,0,
2011-2012,15,GLOUCESTER,1100,Deptford Township Public School District,45,Monongahela Middle School,7,NA,116,114,25,43,17,3,6,7,0,0,0,0,2,1,334,,,,,
2011-2012,15,GLOUCESTER,1100,Deptford Township Public School District,45,Monongahela Middle School,8,NA,100,109,37,29,6,15,10,2,1,0,0,1,0,0,310,,,,,
2011-2012,15,GLOUCESTER,1100,Deptford Township Public School District,45,Monongahela Middle School,UG,NA,3,1,4,1,0,1,0,0,0,0,0,0,1,0,11,,,,,
2011-2012,15,GLOUCESTER,1100,Deptford Township Public School District,45,Monongahela Middle School,55,NA,219,224,66,73,23,19,16,9,1,0,0,1,3,1,655,193,61,2,0,
2011-2012,15,GLOUCESTER,1100,Deptford Township Public School District,90,Good Intent Elementary School,2,NA,19,24,6,7,7,3,5,4,0,0,0,0,0,0,75,,,,,
2011-2012,15,GLOUCESTER,1100,Deptford Township Public School District,90,Good Intent Elementary School,3,NA,24,31,5,1,7,6,4,0,1,1,0,0,0,2,82,,,,,
2011-2012,15,GLOUCESTER,1100,Deptford Township Public School District,90,Good Intent Elementary School,4,NA,34,26,7,5,0,6,4,3,0,0,0,0,0,0,85,,,,,
2011-2012,15,GLOUCESTER,1100,Deptford Township Public School District,90,Good Intent Elementary School,5,NA,28,30,3,5,2,2,2,1,0,0,0,0,0,1,74,,,,,
2011-2012,15,GLOUCESTER,1100,Deptford Township Public School District,90,Good Intent Elementary School,6,NA,31,26,6,1,6,6,2,0,0,0,0,0,0,0,78,,,,,
2011-2012,15,GLOUCESTER,1100,Deptford Township Public School District,90,Good Intent Elementary School,UG,NA,3,1,0,0,1,0,0,0,0,0,0,0,0,0,5,,,,,
2011-2012,15,GLOUCESTER,1100,Deptford Township Public School District,90,Good Intent Elementary School,55,NA,139,138,27,19,23,23,17,8,1,1,0,0,0,3,399,124,55,19,0,
2011-2012,15,GLOUCESTER,1100,Deptford Township Public School District,105,Lake Tract Elementary School,2,NA,39,30,15,10,5,5,4,4,1,0,0,0,0,0,113,,,,,
2011-2012,15,GLOUCESTER,1100,Deptford Township Public School District,105,Lake Tract Elementary School,3,NA,29,28,15,11,8,6,3,5,0,0,0,0,1,0,106,,,,,
2011-2012,15,GLOUCESTER,1100,Deptford Township Public School District,105,Lake Tract Elementary School,4,NA,29,24,8,9,4,3,6,5,0,0,0,0,0,1,89,,,,,
2011-2012,15,GLOUCESTER,1100,Deptford Township Public School District,105,Lake Tract Elementary School,5,NA,22,33,13,10,5,8,8,6,0,0,0,0,1,0,106,,,,,
2011-2012,15,GLOUCESTER,1100,Deptford Township Public School District,105,Lake Tract Elementary School,6,NA,18,26,8,11,3,5,1,4,0,0,1,0,0,0,77,,,,,
2011-2012,15,GLOUCESTER,1100,Deptford Township Public School District,105,Lake Tract Elementary School,UG,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,
2011-2012,15,GLOUCESTER,1100,Deptford Township Public School District,105,Lake Tract Elementary School,55,NA,138,141,59,51,25,27,22,24,1,0,1,0,2,1,492,146,34,0,0,
2011-2012,15,GLOUCESTER,1100,Deptford Township Public School District,110,New Sharon School,10,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,
2011-2012,15,GLOUCESTER,1100,Deptford Township Public School District,110,New Sharon School,UG,NA,5,9,1,2,0,1,1,2,0,0,0,0,0,0,21,,,,,
2011-2012,15,GLOUCESTER,1100,Deptford Township Public School District,110,New Sharon School,55,NA,6,9,1,2,0,1,1,2,0,0,0,0,0,0,22,9,0,0,0,
2011-2012,15,GLOUCESTER,1100,Deptford Township Public School District,120,Oak Valley Elementary School,2,NA,24,27,7,5,1,3,1,0,0,0,0,0,2,0,70,,,,,
2011-2012,15,GLOUCESTER,1100,Deptford Township Public School District,120,Oak Valley Elementary School,3,NA,20,35,5,1,2,0,1,0,0,0,0,0,1,0,65,,,,,
2011-2012,15,GLOUCESTER,1100,Deptford Township Public School District,120,Oak Valley Elementary School,4,NA,35,27,6,2,2,3,2,0,0,0,0,0,0,0,77,,,,,
2011-2012,15,GLOUCESTER,1100,Deptford Township Public School District,120,Oak Valley Elementary School,5,NA,22,28,6,9,3,3,0,0,0,0,0,0,0,0,71,,,,,
2011-2012,15,GLOUCESTER,1100,Deptford Township Public School District,120,Oak Valley Elementary School,6,NA,43,22,8,3,1,0,1,0,0,0,0,0,0,0,78,,,,,
2011-2012,15,GLOUCESTER,1100,Deptford Township Public School District,120,Oak Valley Elementary School,UG,NA,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3,,,,,
2011-2012,15,GLOUCESTER,1100,Deptford Township Public School District,120,Oak Valley Elementary School,55,NA,145,139,32,20,11,9,5,0,0,0,0,0,3,0,364,70,26,0,0,
2011-2012,15,GLOUCESTER,1100,Deptford Township Public School District,130,Pine Acres Early Childhood Center,PH,NA,32,33,14,19,2,4,1,1,0,0,0,0,0,0,106,,,,,
2011-2012,15,GLOUCESTER,1100,Deptford Township Public School District,130,Pine Acres Early Childhood Center,KF,NA,23,24,13,3,2,0,1,0,0,0,0,0,0,0,66,,,,,
2011-2012,15,GLOUCESTER,1100,Deptford Township Public School District,130,Pine Acres Early Childhood Center,1,NA,33,27,6,4,4,2,3,0,0,0,0,0,2,0,81,,,,,
2011-2012,15,GLOUCESTER,1100,Deptford Township Public School District,130,Pine Acres Early Childhood Center,UG,NA,11,3,4,0,0,0,0,0,0,0,0,0,0,0,18,,,,,
2011-2012,15,GLOUCESTER,1100,Deptford Township Public School District,130,Pine Acres Early Childhood Center,55,NA,99,87,37,26,8,6,5,1,0,0,0,0,2,0,271,74,17,0,0,
2011-2012,15,GLOUCESTER,1100,Deptford Township Public School District,140,Shady Lane Elementary School,KF,NA,24,20,9,8,3,7,3,2,0,0,0,0,0,1,77,,,,,
2011-2012,15,GLOUCESTER,1100,Deptford Township Public School District,140,Shady Lane Elementary School,1,NA,25,18,11,15,6,3,1,1,0,0,1,0,0,3,84,,,,,
2011-2012,15,GLOUCESTER,1100,Deptford Township Public School District,140,Shady Lane Elementary School,2,NA,22,29,11,7,3,7,3,2,0,0,0,0,0,1,85,,,,,
2011-2012,15,GLOUCESTER,1100,Deptford Township Public School District,140,Shady Lane Elementary School,3,NA,19,20,8,9,6,3,3,2,0,0,1,0,1,1,73,,,,,
2011-2012,15,GLOUCESTER,1100,Deptford Township Public School District,140,Shady Lane Elementary School,4,NA,21,19,10,8,7,6,1,4,1,0,0,0,0,0,77,,,,,
2011-2012,15,GLOUCESTER,1100,Deptford Township Public School District,140,Shady Lane Elementary School,5,NA,23,14,14,10,8,6,3,1,0,0,0,0,0,0,79,,,,,
2011-2012,15,GLOUCESTER,1100,Deptford Township Public School District,140,Shady Lane Elementary School,6,NA,14,13,13,11,4,8,1,1,0,0,0,0,0,1,66,,,,,
2011-2012,15,GLOUCESTER,1100,Deptford Township Public School District,140,Shady Lane Elementary School,UG,NA,0,2,1,0,2,0,0,1,0,0,0,0,0,0,6,,,,,
2011-2012,15,GLOUCESTER,1100,Deptford Township Public School District,140,Shady Lane Elementary School,55,NA,148,135,77,68,39,40,15,14,1,0,2,0,1,7,547,207,46,1,0,
2011-2012,15,GLOUCESTER,1100,Deptford Township Public School District,999,District Total,PH,NA,92,98,33,28,18,12,10,11,0,0,0,0,0,0,302,,,,,
2011-2012,15,GLOUCESTER,1100,Deptford Township Public School District,999,District Total,KF,NA,108,91,45,22,15,17,11,8,0,0,0,0,0,1,318,,,,,
2011-2012,15,GLOUCESTER,1100,Deptford Township Public School District,999,District Total,1,NA,107,103,33,33,20,11,14,11,0,1,1,0,3,3,340,,,,,
2011-2012,15,GLOUCESTER,1100,Deptford Township Public School District,999,District Total,2,NA,104,110,39,29,16,18,13,10,1,0,0,0,2,1,343,,,,,
2011-2012,15,GLOUCESTER,1100,Deptford Township Public School District,999,District Total,3,NA,92,114,33,22,23,15,11,7,1,1,1,0,3,3,326,,,,,
2011-2012,15,GLOUCESTER,1100,Deptford Township Public School District,999,District Total,4,NA,119,96,31,24,13,18,13,12,1,0,0,0,0,1,328,,,,,
2011-2012,15,GLOUCESTER,1100,Deptford Township Public School District,999,District Total,5,NA,95,105,36,34,18,19,13,8,0,0,0,0,1,1,330,,,,,
2011-2012,15,GLOUCESTER,1100,Deptford Township Public School District,999,District Total,6,NA,106,87,35,26,14,19,5,5,0,0,1,0,0,1,299,,,,,
2011-2012,15,GLOUCESTER,1100,Deptford Township Public School District,999,District Total,7,NA,116,114,25,43,17,3,6,7,0,0,0,0,2,1,334,,,,,
2011-2012,15,GLOUCESTER,1100,Deptford Township Public School District,999,District Total,8,NA,100,109,37,29,6,15,10,2,1,0,0,1,0,0,310,,,,,
2011-2012,15,GLOUCESTER,1100,Deptford Township Public School District,999,District Total,9,NA,84,84,28,38,13,8,4,9,0,0,0,0,0,0,268,,,,,
2011-2012,15,GLOUCESTER,1100,Deptford Township Public School District,999,District Total,10,NA,82,88,29,25,6,6,9,6,1,2,0,0,0,1,255,,,,,
2011-2012,15,GLOUCESTER,1100,Deptford Township Public School District,999,District Total,11,NA,81,76,41,24,6,5,5,9,0,0,0,0,0,0,247,,,,,
2011-2012,15,GLOUCESTER,1100,Deptford Township Public School District,999,District Total,12,NA,72.5,64,19.5,27.5,9,11.5,6,10,0,0,1,0,0,0,221,,,,,
2011-2012,15,GLOUCESTER,1100,Deptford Township Public School District,999,District Total,UG,NA,59,32.5,16,7,13,3,3,3,0,0,0,0,1,0,137.5,,,,,
2011-2012,15,GLOUCESTER,1100,Deptford Township Public School District,999,District Total,55,NA,1417.5,1371.5,480.5,411.5,207,180.5,133,118,5,4,4,1,12,13,4358.5,1268.5,390.5,55,0,
2011-2012,15,GLOUCESTER,1180,East Greenwich Township Board of Education,20,Jeffrey Clark School,PH,NA,6,3,2,0,0,0,0,0,0,0,0,0,0,0,11,,,,,
2011-2012,15,GLOUCESTER,1180,East Greenwich Township Board of Education,20,Jeffrey Clark School,KF,NA,68,75,3,7,2,3,3,3,0,0,0,0,3,2,169,,,,,
2011-2012,15,GLOUCESTER,1180,East Greenwich Township Board of Education,20,Jeffrey Clark School,1,NA,71,73,8,4,4,2,3,3,0,0,0,1,0,3,172,,,,,
2011-2012,15,GLOUCESTER,1180,East Greenwich Township Board of Education,20,Jeffrey Clark School,2,NA,70,60,2,3,3,3,8,3,0,0,0,0,6,0,158,,,,,
2011-2012,15,GLOUCESTER,1180,East Greenwich Township Board of Education,20,Jeffrey Clark School,UG,NA,12,5,0,2,1,0,2,0,0,0,0,0,1,0,23,,,,,
2011-2012,15,GLOUCESTER,1180,East Greenwich Township Board of Education,20,Jeffrey Clark School,55,NA,227,216,15,16,10,8,16,9,0,0,0,1,10,5,533,20,10,0,0,
2011-2012,15,GLOUCESTER,1180,East Greenwich Township Board of Education,45,Samuel Mickle School,3,NA,56,50,5,2,3,4,5,7,0,0,2,0,1,4,139,,,,,
2011-2012,15,GLOUCESTER,1180,East Greenwich Township Board of Education,45,Samuel Mickle School,4,NA,62,55,6,2,2,3,4,2,0,0,0,0,1,3,140,,,,,
2011-2012,15,GLOUCESTER,1180,East Greenwich Township Board of Education,45,Samuel Mickle School,5,NA,68,48,6,2,1,3,5,6,0,0,0,1,0,2,142,,,,,
2011-2012,15,GLOUCESTER,1180,East Greenwich Township Board of Education,45,Samuel Mickle School,6,NA,56,52,9,6,0,1,5,1,0,0,0,0,1,1,132,,,,,
2011-2012,15,GLOUCESTER,1180,East Greenwich Township Board of Education,45,Samuel Mickle School,UG,NA,0,5,1,2,0,1,0,0,0,0,0,0,1,0,10,,,,,
2011-2012,15,GLOUCESTER,1180,East Greenwich Township Board of Education,45,Samuel Mickle School,55,NA,242,210,27,14,6,12,19,16,0,0,2,1,4,10,563,45,17,0,0,
2011-2012,15,GLOUCESTER,1180,East Greenwich Township Board of Education,999,District Total,PH,NA,6,3,2,0,0,0,0,0,0,0,0,0,0,0,11,,,,,
2011-2012,15,GLOUCESTER,1180,East Greenwich Township Board of Education,999,District Total,KF,NA,68,75,3,7,2,3,3,3,0,0,0,0,3,2,169,,,,,
2011-2012,15,GLOUCESTER,1180,East Greenwich Township Board of Education,999,District Total,1,NA,71,73,8,4,4,2,3,3,0,0,0,1,0,3,172,,,,,
2011-2012,15,GLOUCESTER,1180,East Greenwich Township Board of Education,999,District Total,2,NA,70,60,2,3,3,3,8,3,0,0,0,0,6,0,158,,,,,
2011-2012,15,GLOUCESTER,1180,East Greenwich Township Board of Education,999,District Total,3,NA,56,50,5,2,3,4,5,7,0,0,2,0,1,4,139,,,,,
2011-2012,15,GLOUCESTER,1180,East Greenwich Township Board of Education,999,District Total,4,NA,62,55,6,2,2,3,4,2,0,0,0,0,1,3,140,,,,,
2011-2012,15,GLOUCESTER,1180,East Greenwich Township Board of Education,999,District Total,5,NA,68,48,6,2,1,3,5,6,0,0,0,1,0,2,142,,,,,
2011-2012,15,GLOUCESTER,1180,East Greenwich Township Board of Education,999,District Total,6,NA,56,52,9,6,0,1,5,1,0,0,0,0,1,1,132,,,,,
2011-2012,15,GLOUCESTER,1180,East Greenwich Township Board of Education,999,District Total,UG,NA,12,10,1,4,1,1,2,0,0,0,0,0,2,0,33,,,,,
2011-2012,15,GLOUCESTER,1180,East Greenwich Township Board of Education,999,District Total,55,NA,469,426,42,30,16,20,35,25,0,0,2,2,14,15,1096,65,27,0,0,
2011-2012,15,GLOUCESTER,1330,Elk Township School District,10,Aura Elementary School,PH,NA,15,16,2,2,0,3,0,0,0,0,0,0,1,0,39,,,,,
2011-2012,15,GLOUCESTER,1330,Elk Township School District,10,Aura Elementary School,KF,NA,21,22,1,3,3,3,0,1,0,0,0,0,1,1,56,,,,,
2011-2012,15,GLOUCESTER,1330,Elk Township School District,10,Aura Elementary School,1,NA,24,16,1,6,1,2,0,0,0,0,0,0,0,0,50,,,,,
2011-2012,15,GLOUCESTER,1330,Elk Township School District,10,Aura Elementary School,2,NA,14,23,5,0,6,0,0,0,0,0,0,0,0,0,48,,,,,
2011-2012,15,GLOUCESTER,1330,Elk Township School District,10,Aura Elementary School,3,NA,18,24,3,4,0,2,0,0,0,0,0,0,0,0,51,,,,,
2011-2012,15,GLOUCESTER,1330,Elk Township School District,10,Aura Elementary School,4,NA,20,20,5,5,1,0,0,0,0,0,0,0,0,0,51,,,,,
2011-2012,15,GLOUCESTER,1330,Elk Township School District,10,Aura Elementary School,5,NA,12,20,3,4,1,2,0,1,0,0,0,0,0,0,43,,,,,
2011-2012,15,GLOUCESTER,1330,Elk Township School District,10,Aura Elementary School,6,NA,17,19,5,9,3,0,0,1,0,0,1,0,0,0,55,,,,,
2011-2012,15,GLOUCESTER,1330,Elk Township School District,10,Aura Elementary School,UG,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,
2011-2012,15,GLOUCESTER,1330,Elk Township School District,10,Aura Elementary School,55,NA,141,161,25,33,15,12,0,3,0,0,1,0,2,1,394,123,22,0,4,
2011-2012,15,GLOUCESTER,1330,Elk Township School District,999,District Total,PH,NA,15,16,2,2,0,3,0,0,0,0,0,0,1,0,39,,,,,
2011-2012,15,GLOUCESTER,1330,Elk Township School District,999,District Total,KF,NA,21,22,1,3,3,3,0,1,0,0,0,0,1,1,56,,,,,
2011-2012,15,GLOUCESTER,1330,Elk Township School District,999,District Total,1,NA,24,16,1,6,1,2,0,0,0,0,0,0,0,0,50,,,,,
2011-2012,15,GLOUCESTER,1330,Elk Township School District,999,District Total,2,NA,14,23,5,0,6,0,0,0,0,0,0,0,0,0,48,,,,,
2011-2012,15,GLOUCESTER,1330,Elk Township School District,999,District Total,3,NA,18,24,3,4,0,2,0,0,0,0,0,0,0,0,51,,,,,
2011-2012,15,GLOUCESTER,1330,Elk Township School District,999,District Total,4,NA,20,20,5,5,1,0,0,0,0,0,0,0,0,0,51,,,,,
2011-2012,15,GLOUCESTER,1330,Elk Township School District,999,District Total,5,NA,12,20,3,4,1,2,0,1,0,0,0,0,0,0,43,,,,,
2011-2012,15,GLOUCESTER,1330,Elk Township School District,999,District Total,6,NA,17,19,5,9,3,0,0,1,0,0,1,0,0,0,55,,,,,
2011-2012,15,GLOUCESTER,1330,Elk Township School District,999,District Total,UG,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,
2011-2012,15,GLOUCESTER,1330,Elk Township School District,999,District Total,55,NA,141,161,25,33,15,12,0,3,0,0,1,0,2,1,394,123,22,0,4,
2011-2012,15,GLOUCESTER,1590,Franklin Township Board of Education,70,Caroline L. Reutter School,5,NA,90,88,9,6,5,6,1,2,0,0,0,0,0,1,208,,,,,
2011-2012,15,GLOUCESTER,1590,Franklin Township Board of Education,70,Caroline L. Reutter School,6,NA,106,103,6,12,2,3,3,3,0,0,0,0,0,0,238,,,,,
2011-2012,15,GLOUCESTER,1590,Franklin Township Board of Education,70,Caroline L. Reutter School,UG,NA,9,7,1,1,0,0,0,0,0,0,0,0,0,0,18,,,,,
2011-2012,15,GLOUCESTER,1590,Franklin Township Board of Education,70,Caroline L. Reutter School,55,NA,205,198,16,19,7,9,4,5,0,0,0,0,0,1,464,86,33,0,0,
2011-2012,15,GLOUCESTER,1590,Franklin Township Board of Education,80,Mary F. Janvier School,KF,NA,68,62,6,7,7,11,2,1,0,0,0,0,6,2,172,,,,,
2011-2012,15,GLOUCESTER,1590,Franklin Township Board of Education,80,Mary F. Janvier School,1,NA,86,71,1,3,1,6,1,0,0,0,0,0,6,4,179,,,,,
2011-2012,15,GLOUCESTER,1590,Franklin Township Board of Education,80,Mary F. Janvier School,2,NA,76,76,5,2,6,4,0,2,0,0,0,0,0,1,172,,,,,
2011-2012,15,GLOUCESTER,1590,Franklin Township Board of Education,80,Mary F. Janvier School,UG,NA,10,0,0,1,2,0,0,0,0,0,0,0,0,0,13,,,,,
2011-2012,15,GLOUCESTER,1590,Franklin Township Board of Education,80,Mary F. Janvier School,55,NA,240,209,12,13,16,21,3,3,0,0,0,0,12,7,536,122,37,2,0,
