Year,COUNTY_ID,County Name,DIST_ID,District Name,SCHOOL_ID,School Name,PRGCODE,GRADE_LEVEL,WH_M,WH_F,BL_M,BL_F,HI_M,HI_F,AS_M,AS_F,AM_M,AM_F,PI_M,PI_F,MU_M,MU_F,ROW_TOTAL,FREE_LUNCH,REDUCED_LUNCH,LEP,MIGRANT,SPECED
2011-2012,1,ATLANTIC,570,Brigantine Public Schools,30,Brigantine North Middle School,UG,NA,5,0,1,0,2,1,0,0,0,0,0,0,0,0,9,,,,,
2011-2012,1,ATLANTIC,570,Brigantine Public Schools,30,Brigantine North Middle School,55,NA,124,95,9,7,22,12,15,10,0,1,0,0,0,0,295,92,16,3,0,
2011-2012,1,ATLANTIC,570,Brigantine Public Schools,999,District Total,PH,NA,21,17,0,0,1,7,1,1,0,0,0,0,0,0,48,,,,,
2011-2012,1,ATLANTIC,570,Brigantine Public Schools,999,District Total,KF,NA,35,30,2,3,7,7,4,1,0,0,0,0,0,0,89,,,,,
2011-2012,1,ATLANTIC,570,Brigantine Public Schools,999,District Total,1,NA,31,32,3,1,4,3,5,4,0,0,0,0,0,0,83,,,,,
2011-2012,1,ATLANTIC,570,Brigantine Public Schools,999,District Total,2,NA,29,27,0,3,5,7,0,4,0,0,0,0,0,0,75,,,,,
2011-2012,1,ATLANTIC,570,Brigantine Public Schools,999,District Total,3,NA,24,32,7,0,4,8,1,0,0,0,0,0,0,0,76,,,,,
2011-2012,1,ATLANTIC,570,Brigantine Public Schools,999,District Total,4,NA,29,35,1,3,8,10,3,4,0,0,0,0,0,0,93,,,,,
2011-2012,1,ATLANTIC,570,Brigantine Public Schools,999,District Total,5,NA,28,20,1,2,6,2,6,3,0,0,0,0,0,0,68,,,,,
2011-2012,1,ATLANTIC,570,Brigantine Public Schools,999,District Total,6,NA,28,25,3,2,3,1,4,3,0,0,0,0,0,0,69,,,,,
2011-2012,1,ATLANTIC,570,Brigantine Public Schools,999,District Total,7,NA,26,24,2,2,7,4,3,0,0,1,0,0,0,0,69,,,,,
2011-2012,1,ATLANTIC,570,Brigantine Public Schools,999,District Total,8,NA,37,26,2,1,4,4,2,4,0,0,0,0,0,0,80,,,,,
2011-2012,1,ATLANTIC,570,Brigantine Public Schools,999,District Total,UG,NA,7,2,1,0,4,2,1,1,0,0,0,0,0,0,18,,,,,
2011-2012,1,ATLANTIC,570,Brigantine Public Schools,999,District Total,55,NA,295,270,22,17,53,55,30,25,0,1,0,0,0,0,768,274,49,38,0,
2011-2012,1,ATLANTIC,590,BUENA REGIONAL SCHOOL DISTRICT,25,BUENA REGIONAL HIGH SCHOOL,9,NA,72,60,16,11,25,4,1,1,0,0,0,0,0,1,191,,,,,
2011-2012,1,ATLANTIC,590,BUENA REGIONAL SCHOOL DISTRICT,25,BUENA REGIONAL HIGH SCHOOL,10,NA,59,67,12,10,13.5,17,2,1,0,0,0,0,2,0,183.5,,,,,
2011-2012,1,ATLANTIC,590,BUENA REGIONAL SCHOOL DISTRICT,25,BUENA REGIONAL HIGH SCHOOL,11,NA,72.5,70.5,17.5,19.5,21.5,19.5,0,0,0,0,0,0,0,1,222,,,,,
2011-2012,1,ATLANTIC,590,BUENA REGIONAL SCHOOL DISTRICT,25,BUENA REGIONAL HIGH SCHOOL,12,NA,56.5,78.5,15,12,16.5,9,0,0,0,0,0,0,0,0,187.5,,,,,
2011-2012,1,ATLANTIC,590,BUENA REGIONAL SCHOOL DISTRICT,25,BUENA REGIONAL HIGH SCHOOL,UG,NA,4.5,0,3,2.5,3,0,0,0,0,0,0,0,0,0,13,,,,,
2011-2012,1,ATLANTIC,590,BUENA REGIONAL SCHOOL DISTRICT,25,BUENA REGIONAL HIGH SCHOOL,55,NA,264.5,276,63.5,55,79.5,49.5,3,2,0,0,0,0,2,2,797,215,103,4.5,5,
2011-2012,1,ATLANTIC,590,BUENA REGIONAL SCHOOL DISTRICT,30,BUENA REGIONAL MIDDLE SCHOOL,6,NA,40,41,15,10,19,12,1,0,0,0,0,0,1,0,139,,,,,
2011-2012,1,ATLANTIC,590,BUENA REGIONAL SCHOOL DISTRICT,30,BUENA REGIONAL MIDDLE SCHOOL,7,NA,42,43,7,16,13,26,4,1,0,0,0,0,0,0,152,,,,,
2011-2012,1,ATLANTIC,590,BUENA REGIONAL SCHOOL DISTRICT,30,BUENA REGIONAL MIDDLE SCHOOL,8,NA,56,50,14,20,27,24,1,2,0,0,1,0,0,0,195,,,,,
2011-2012,1,ATLANTIC,590,BUENA REGIONAL SCHOOL DISTRICT,30,BUENA REGIONAL MIDDLE SCHOOL,UG,NA,4,3,6,2,4,1,1,0,0,0,0,0,0,0,21,,,,,
2011-2012,1,ATLANTIC,590,BUENA REGIONAL SCHOOL DISTRICT,30,BUENA REGIONAL MIDDLE SCHOOL,55,NA,142,137,42,48,63,63,7,3,0,0,1,0,1,0,507,195,60,4,1,
2011-2012,1,ATLANTIC,590,BUENA REGIONAL SCHOOL DISTRICT,45,COLLINGS LAKES ELEMENTARY SCHOOL,KF,NA,13,15,5,1,4,5,0,0,0,0,0,0,0,0,43,,,,,
2011-2012,1,ATLANTIC,590,BUENA REGIONAL SCHOOL DISTRICT,45,COLLINGS LAKES ELEMENTARY SCHOOL,1,NA,10,9,3,3,7,6,0,0,0,0,0,0,0,0,38,,,,,
2011-2012,1,ATLANTIC,590,BUENA REGIONAL SCHOOL DISTRICT,45,COLLINGS LAKES ELEMENTARY SCHOOL,2,NA,16,9,5,7,0,3,0,0,0,0,0,0,0,0,40,,,,,
2011-2012,1,ATLANTIC,590,BUENA REGIONAL SCHOOL DISTRICT,45,COLLINGS LAKES ELEMENTARY SCHOOL,3,NA,12,8,5,3,3,11,0,0,0,0,0,0,0,0,42,,,,,
2011-2012,1,ATLANTIC,590,BUENA REGIONAL SCHOOL DISTRICT,45,COLLINGS LAKES ELEMENTARY SCHOOL,4,NA,16,14,6,4,5,4,0,0,0,0,0,0,0,0,49,,,,,
2011-2012,1,ATLANTIC,590,BUENA REGIONAL SCHOOL DISTRICT,45,COLLINGS LAKES ELEMENTARY SCHOOL,5,NA,12,6,5,6,6,5,0,0,0,0,0,0,0,0,40,,,,,
2011-2012,1,ATLANTIC,590,BUENA REGIONAL SCHOOL DISTRICT,45,COLLINGS LAKES ELEMENTARY SCHOOL,UG,NA,4,2,0,1,1,1,0,0,0,0,0,0,0,0,9,,,,,
2011-2012,1,ATLANTIC,590,BUENA REGIONAL SCHOOL DISTRICT,45,COLLINGS LAKES ELEMENTARY SCHOOL,55,NA,83,63,29,25,26,35,0,0,0,0,0,0,0,0,261,128,50,0,0,
2011-2012,1,ATLANTIC,590,BUENA REGIONAL SCHOOL DISTRICT,50,WM B  DONINI ELEM SCH,KF,NA,15,10,3,3,7,13,0,0,0,0,0,0,0,0,51,,,,,
2011-2012,1,ATLANTIC,590,BUENA REGIONAL SCHOOL DISTRICT,50,WM B  DONINI ELEM SCH,1,NA,15,8,6,3,7,4,0,1,0,0,0,0,0,0,44,,,,,
2011-2012,1,ATLANTIC,590,BUENA REGIONAL SCHOOL DISTRICT,50,WM B  DONINI ELEM SCH,2,NA,7,11,5,2,9,5,0,1,0,0,0,0,0,0,40,,,,,
2011-2012,1,ATLANTIC,590,BUENA REGIONAL SCHOOL DISTRICT,50,WM B  DONINI ELEM SCH,55,NA,37,29,14,8,23,22,0,2,0,0,0,0,0,0,135,60,12,1,1,
2011-2012,1,ATLANTIC,590,BUENA REGIONAL SCHOOL DISTRICT,53,EDGARTON MEMORIAL ELEM SC,KF,NA,6,6,0,2,1,3,0,0,0,0,0,0,0,0,18,,,,,
2011-2012,1,ATLANTIC,590,BUENA REGIONAL SCHOOL DISTRICT,53,EDGARTON MEMORIAL ELEM SC,1,NA,8,6,2,0,0,4,0,0,0,0,0,0,0,0,20,,,,,
2011-2012,1,ATLANTIC,590,BUENA REGIONAL SCHOOL DISTRICT,53,EDGARTON MEMORIAL ELEM SC,2,NA,5,8,0,0,3,1,0,2,0,0,0,0,0,0,19,,,,,
2011-2012,1,ATLANTIC,590,BUENA REGIONAL SCHOOL DISTRICT,53,EDGARTON MEMORIAL ELEM SC,3,NA,9,8,1,1,3,2,0,0,0,0,0,0,0,0,24,,,,,
2011-2012,1,ATLANTIC,590,BUENA REGIONAL SCHOOL DISTRICT,53,EDGARTON MEMORIAL ELEM SC,4,NA,18,14,1,1,8,7,0,0,0,0,0,0,0,0,49,,,,,
2011-2012,1,ATLANTIC,10,Absecon Public Schools,50,Emma C Attales,5,NA,28,27,5,8,5,2,6,1,0,0,0,0,0,0,82,,,,,
2011-2012,1,ATLANTIC,10,Absecon Public Schools,50,Emma C Attales,6,NA,28,29,4,7,1,4,6,5,0,0,0,0,0,0,84,,,,,
2011-2012,1,ATLANTIC,10,Absecon Public Schools,50,Emma C Attales,7,NA,24,27,9,11,9,2,7,2,0,0,0,0,0,2,93,,,,,
2011-2012,1,ATLANTIC,10,Absecon Public Schools,50,Emma C Attales,8,NA,31,22,5,6,3,4,5,1,0,0,0,0,0,0,77,,,,,
2011-2012,1,ATLANTIC,10,Absecon Public Schools,50,Emma C Attales,UG,NA,5,2,1,0,1,0,0,1,0,0,0,0,0,0,10,,,,,
2011-2012,1,ATLANTIC,10,Absecon Public Schools,50,Emma C Attales,55,NA,116,107,24,32,19,12,24,10,0,0,0,0,0,2,346,93,24,21,0,
2011-2012,1,ATLANTIC,10,Absecon Public Schools,60,H Ashton Marsh,PH,NA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,,,,,
2011-2012,1,ATLANTIC,10,Absecon Public Schools,60,H Ashton Marsh,KF,NA,28,24,6,10,3,6,6,4,0,0,0,0,0,1,88,,,,,
2011-2012,1,ATLANTIC,590,BUENA REGIONAL SCHOOL DISTRICT,53,EDGARTON MEMORIAL ELEM SC,5,NA,22,16,2,2,7,2,2,0,0,0,0,0,0,0,53,,,,,
2011-2012,1,ATLANTIC,590,BUENA REGIONAL SCHOOL DISTRICT,53,EDGARTON MEMORIAL ELEM SC,UG,NA,3,1,0,0,4,1,0,0,0,0,0,0,0,0,9,,,,,
2011-2012,1,ATLANTIC,590,BUENA REGIONAL SCHOOL DISTRICT,53,EDGARTON MEMORIAL ELEM SC,55,NA,71,59,6,6,26,20,2,2,0,0,0,0,0,0,192,65,32,2,0,
2011-2012,1,ATLANTIC,590,BUENA REGIONAL SCHOOL DISTRICT,55,JOHN C. MILANESI ELEMENTARY SCHOOL,PH,NA,36,36,6,5,7,3,1,0,0,0,0,0,0,0,94,,,,,
2011-2012,1,ATLANTIC,590,BUENA REGIONAL SCHOOL DISTRICT,55,JOHN C. MILANESI ELEMENTARY SCHOOL,KF,NA,13,13,3,0,3,3,0,2,0,0,0,0,0,0,37,,,,,
2011-2012,1,ATLANTIC,590,BUENA REGIONAL SCHOOL DISTRICT,55,JOHN C. MILANESI ELEMENTARY SCHOOL,1,NA,16,8,2,1,10,5,0,1,0,0,0,0,0,0,43,,,,,
2011-2012,1,ATLANTIC,590,BUENA REGIONAL SCHOOL DISTRICT,55,JOHN C. MILANESI ELEMENTARY SCHOOL,2,NA,16,13,5,2,3,8,0,2,0,0,0,0,0,0,49,,,,,
2011-2012,1,ATLANTIC,590,BUENA REGIONAL SCHOOL DISTRICT,55,JOHN C. MILANESI ELEMENTARY SCHOOL,3,NA,23,20,2,10,5,8,1,0,0,0,0,0,0,1,70,,,,,
2011-2012,1,ATLANTIC,590,BUENA REGIONAL SCHOOL DISTRICT,55,JOHN C. MILANESI ELEMENTARY SCHOOL,4,NA,16,24,7,7,8,9,0,0,0,0,0,0,0,0,71,,,,,
2011-2012,1,ATLANTIC,590,BUENA REGIONAL SCHOOL DISTRICT,55,JOHN C. MILANESI ELEMENTARY SCHOOL,5,NA,23,15,0,6,10,9,0,2,0,0,0,0,0,0,65,,,,,
2011-2012,1,ATLANTIC,590,BUENA REGIONAL SCHOOL DISTRICT,55,JOHN C. MILANESI ELEMENTARY SCHOOL,UG,NA,8,5,1,0,4,0,0,0,0,0,0,0,0,0,18,,,,,
2011-2012,1,ATLANTIC,590,BUENA REGIONAL SCHOOL DISTRICT,55,JOHN C. MILANESI ELEMENTARY SCHOOL,55,NA,151,134,26,31,50,45,2,7,0,0,0,0,0,1,447,161,41,25,4,
2011-2012,1,ATLANTIC,590,BUENA REGIONAL SCHOOL DISTRICT,999,District Total,PH,NA,36,36,6,5,7,3,1,0,0,0,0,0,0,0,94,,,,,
2011-2012,1,ATLANTIC,590,BUENA REGIONAL SCHOOL DISTRICT,999,District Total,KF,NA,47,44,11,6,15,24,0,2,0,0,0,0,0,0,149,,,,,
2011-2012,1,ATLANTIC,590,BUENA REGIONAL SCHOOL DISTRICT,999,District Total,1,NA,49,31,13,7,24,19,0,2,0,0,0,0,0,0,145,,,,,
2011-2012,1,ATLANTIC,590,BUENA REGIONAL SCHOOL DISTRICT,999,District Total,2,NA,44,41,15,11,15,17,0,5,0,0,0,0,0,0,148,,,,,
2011-2012,1,ATLANTIC,590,BUENA REGIONAL SCHOOL DISTRICT,999,District Total,3,NA,44,36,8,14,11,21,1,0,0,0,0,0,0,1,136,,,,,
2011-2012,1,ATLANTIC,590,BUENA REGIONAL SCHOOL DISTRICT,999,District Total,4,NA,50,52,14,12,21,20,0,0,0,0,0,0,0,0,169,,,,,
2011-2012,1,ATLANTIC,590,BUENA REGIONAL SCHOOL DISTRICT,999,District Total,5,NA,57,37,7,14,23,16,2,2,0,0,0,0,0,0,158,,,,,
2011-2012,1,ATLANTIC,590,BUENA REGIONAL SCHOOL DISTRICT,999,District Total,6,NA,40,41,15,10,19,12,1,0,0,0,0,0,1,0,139,,,,,
2011-2012,1,ATLANTIC,590,BUENA REGIONAL SCHOOL DISTRICT,999,District Total,7,NA,42,43,7,16,13,26,4,1,0,0,0,0,0,0,152,,,,,
2011-2012,1,ATLANTIC,590,BUENA REGIONAL SCHOOL DISTRICT,999,District Total,8,NA,56,50,14,20,27,24,1,2,0,0,1,0,0,0,195,,,,,
2011-2012,1,ATLANTIC,590,BUENA REGIONAL SCHOOL DISTRICT,999,District Total,9,NA,72,60,16,11,25,4,1,1,0,0,0,0,0,1,191,,,,,
2011-2012,1,ATLANTIC,590,BUENA REGIONAL SCHOOL DISTRICT,999,District Total,10,NA,59,67,12,10,13.5,17,2,1,0,0,0,0,2,0,183.5,,,,,
2011-2012,1,ATLANTIC,590,BUENA REGIONAL SCHOOL DISTRICT,999,District Total,11,NA,72.5,70.5,17.5,19.5,21.5,19.5,0,0,0,0,0,0,0,1,222,,,,,
2011-2012,1,ATLANTIC,590,BUENA REGIONAL SCHOOL DISTRICT,999,District Total,12,NA,56.5,78.5,15,12,16.5,9,0,0,0,0,0,0,0,0,187.5,,,,,
2011-2012,1,ATLANTIC,590,BUENA REGIONAL SCHOOL DISTRICT,999,District Total,UG,NA,23.5,11,10,5.5,16,3,1,0,0,0,0,0,0,0,70,,,,,
2011-2012,1,ATLANTIC,590,BUENA REGIONAL SCHOOL DISTRICT,999,District Total,55,NA,748.5,698,180.5,173,267.5,234.5,14,16,0,0,1,0,3,3,2339,824,298,36.5,11,
