COUNTY_ID,COUNTY_NAME,DIST_ID,LEA_NAME,SCHOOL_ID,SCHOOL_NAME,PRGCODE,GRADE_LEVEL,WH_M,WH_F,BL_M,BL_F,HI_M,HI_F,AS_M,AS_F,AM_M,AM_F,PI_M,PI_F,MU_M,MU_F,ROW_TOTAL,FREE_LUNCH,REDUCED_PRICE_LUNCH,LEP,MIGRANT,White_total,Black_total,Hispanic_total,Asian_total,Other_total,White_pcnt,black_pnct,Hispanic_pnct,Asian_pnct,Other_pnct,Diversity_index,District_diversity_index,DI_diff_btwn_schl_distrct,District_pnct_white,Pnct_white_diff
07,CAMDEN,0680,CAMDEN CITY,029,Dr. Charles E. Brimm Medical Arts High School,55,TOTAL,0,0,33,109,22,35,1,3,0,0,0,0,0,0,203,101,0,0,0,0,142,57,4,0,0,0.699507389,0.280788177,0.019704433,0,0.431459147,0.516001031,-16.3840532,0.006993759,-100
29,OCEAN,0530,BRICK TWP,027,Warren H. Wolf Elementary School,55,TOTAL,132,79,8,7,30,28,4,2,0,0,1,0,0,0,291,115,6,31,0,211,15,58,6,1,0.725085911,0.051546392,0.199312715,0.020618557,0.003436426,0.431430899,0.367509512,17.39312456,0.782313307,-7.315150587
39,UNION,5090,SUMMIT CITY,080,Franklin Elementary School,55,TOTAL,120,135,2,3,9,9,17,22,1,1,0,0,15,11,345,11,2,11,0,255,5,18,39,28,0.739130435,0.014492754,0.052173913,0.113043478,0.08115942,0.431388364,0.518295076,-16.7678058,0.66711475,10.79509705
13,ESSEX,3570,NEWARK CITY,304,BARD EARLY COLLEGE HIGH SCHOOL,55,TOTAL,5,4,81,136,17,54,2,3,0,0,0,1,0,0,303,190,19,4,0,9,217,71,5,1,0.02970297,0.716171617,0.234323432,0.01650165,0.00330033,0.431025281,0.57881745,-25.53346818,0.07670427,-61.27598831
23,MIDDLESEX,4970,SPOTSWOOD BORO,090,Spotswood Memorial Middle School,55,TOTAL,139,99,9,1,22,22,13,13,0,2,0,0,1,2,323,38,11,1,0,238,10,44,26,5,0.736842105,0.030959752,0.13622291,0.080495356,0.015479876,0.430829395,0.402960197,6.916117046,0.757627119,-2.743435771
39,UNION,0310,BERKELEY HEIGHTS TWP,040,Mountain Park School,55,TOTAL,97,71,0,0,16,12,12,11,0,0,0,0,5,4,228,2,2,0,0,168,0,28,23,9,0.736842105,0,0.122807018,0.100877193,0.039473684,0.430247769,0.458320413,-6.125113328,0.715732233,2.949409153
23,MIDDLESEX,1290,EDISON TWP,105,Menlo Park Elementary School,55,TOTAL,62,53,13,21,32,28,313,319,2,3,0,0,4,6,856,107,24,6,0,115,34,60,632,15,0.134345794,0.039719626,0.070093458,0.738317757,0.017523364,0.430040287,0.568461632,-24.35016493,0.175538467,-23.46646467
27,MORRIS,3340,MONTVILLE TWP,025,Cedar Hill School,55,TOTAL,129,115,3,1,10,13,23,24,0,0,6,2,0,5,331,7,0,22,0,244,4,23,47,13,0.737160121,0.012084592,0.069486405,0.141993958,0.039274924,0.429915755,0.493428988,-12.87180829,0.67020008,9.991052432
07,CAMDEN,0680,CAMDEN CITY,350,Henry B. Wilson Family School,55,TOTAL,4,2,227,188,88,86,0,0,0,0,1,0,0,0,596,422,0,5,0,6,415,174,0,1,0.010067114,0.696308725,0.291946309,0,0.001677852,0.429817351,0.516001031,-16.70223022,0.006993759,43.94424368
11,CUMBERLAND,2570,LAWRENCE TWP,030,Myron L. Powell Elementary School,55,TOTAL,187,172,22,18,36,29,0,0,4,3,1,0,5,10,487,190,66,12,16,359,40,65,0,23,0.737166324,0.082135524,0.133470226,0,0.047227926,0.429794788,0.429794788,0,0.737166324,0
05,BURLINGTON,1030,DELANCO TWP,060,Walnut Street School,55,TOTAL,46,50,10,16,2,4,1,1,0,0,0,0,0,2,132,35,12,0,0,96,26,6,2,2,0.727272727,0.196969697,0.045454545,0.015151515,0.015151515,0.429752066,0.47883352,-10.25021267,0.696202532,4.462809917
39,UNION,1320,ELIZABETH CITY,404,Thomas A. Edison Career and Technical Academy,55,TOTAL,26,12,83,61,291,195,3,1,0,0,0,1,0,0,673,531,62,45,0,38,144,486,4,1,0.056463596,0.213967311,0.722139673,0.005943536,0.001485884,0.429506611,0.456746077,-5.963809427,0.079949092,-29.37556312
35,SOMERSET,2170,HILLSBOROUGH TWP,080,Woodfern Elementary School,55,TOTAL,143,123,9,10,19,16,25,15,0,0,0,0,0,0,360,38,6,15,0,266,19,35,40,0,0.738888889,0.052777778,0.097222222,0.111111111,0,0.429459877,0.536340024,-19.92768448,0.633050494,16.71879196
31,PASSAIC,5440,WANAQUE BORO,050,Haskell Elementary School,55,TOTAL,146,166,11,5,44,31,11,8,0,0,1,1,2,0,426,108,25,12,0,312,16,75,19,4,0.732394366,0.037558685,0.176056338,0.044600939,0.009389671,0.429114594,0.383244738,11.96881552,0.772004242,-5.130784708
03,BERGEN,5430,WALLINGTON BORO,050,WALLINGTON JUNIOR SENIOR HIGH SCHOOL,55,TOTAL,197.5,191,6,7,58,56,11,7,0,0,0,0,1,2,536.5,134,45.5,25,0,388.5,13,114,18,3,0.724137931,0.024231128,0.21248835,0.033550792,0.005591799,0.428728886,0.463903771,-7.582366708,0.691534596,4.714635416
05,BURLINGTON,1420,EVESHAM TWP,030,Frances DeMasi Elementary School,55,TOTAL,109,102,2,4,8,3,26,26,1,2,0,0,2,3,288,13,10,16,0,211,6,11,52,8,0.732638889,0.020833333,0.038194444,0.180555556,0.027777778,0.427975502,0.351703288,21.68652281,0.796541657,-8.022526862
15,GLOUCESTER,2750,LOGAN TWP,040,Logan Township Elementary School,55,TOTAL,127,129,20,11,15,9,5,5,0,0,0,0,10,13,344,40,13,3,0,256,31,24,10,23,0.744186047,0.090116279,0.069767442,0.029069767,0.066860465,0.427883315,0.454670022,-5.891460917,0.723329426,2.883419396
13,ESSEX,3880,CITY OF ORANGE TWP,300,Orange Early Childhood Center,55,TOTAL,0,1,49,76,25,25,1,1,0,0,0,0,0,0,178,106,17,0,0,1,125,50,2,0,0.005617978,0.702247191,0.280898876,0.011235955,0,0.427786896,0.449311977,-4.790676049,0.002347188,139.3492509
01,ATLANTIC,0110,ATLANTIC CITY,080,Uptown School Complex,55,TOTAL,1,5,225,212,80,79,6,6,0,0,1,0,0,0,615,518,12,29,0,6,437,159,12,1,0.009756098,0.710569106,0.258536585,0.019512195,0.001626016,0.427771829,0.673795648,-36.51312087,0.056521739,-82.73921201
03,BERGEN,3870,ORADELL BORO,050,Oradell Public School,55,TOTAL,279,279,0,1,31,30,47,58,0,0,0,0,17,14,756,6,0,43,1,558,1,61,105,31,0.738095238,0.001322751,0.080687831,0.138888889,0.041005291,0.427731586,0.427731586,0,0.738095238,0
39,UNION,1320,ELIZABETH CITY,405,Alexander Hamilton Preparatory Academy,55,TOTAL,40,32,75,103,330,393,8,8,0,0,0,0,0,0,989,726,108,53,0,72,178,723,16,0,0.072800809,0.179979778,0.731041456,0.016177958,0,0.427623985,0.456746077,-6.375991674,0.079949092,-8.941043227
25,MONMOUTH,1640,FREEHOLD BORO,040,Freehold Learning Center,55,TOTAL,36,37,32,35,224,215,1,5,0,0,0,0,4,6,595,443,33,146,0,73,67,439,6,10,0.122689076,0.112605042,0.737815126,0.010084034,0.016806723,0.427512181,0.430711225,-0.742735194,0.148648649,-17.46371276
25,MONMOUTH,3810,OCEAN TWP,070,Wanamassa Elementary School,55,TOTAL,108,108,6,2,17,17,15,8,0,0,0,0,4,6,291,33,2,13,0,216,8,34,23,10,0.742268041,0.027491409,0.116838488,0.079037801,0.034364261,0.427203269,0.546133469,-21.77676469,0.641120219,15.77673262
37,SUSSEX,2240,HOPATCONG,040,Hopatcong Middle School,55,TOTAL,115,114,8,6,34,24,5,6,0,0,0,0,1,0,313,62,28,5,0,229,14,58,11,1,0.731629393,0.044728435,0.185303514,0.03514377,0.003194888,0.427135114,0.398814471,7.101207442,0.753778338,-2.938389638
01,ATLANTIC,3480,MULLICA TWP,025,Mullica Township Middle School,55,TOTAL,121,105,4,15,34,32,0,0,0,0,0,0,1,0,312,113,23,4,0,226,19,66,0,1,0.724358974,0.060897436,0.211538462,0,0.003205128,0.426836785,0.450474505,-5.247293622,0.702557201,3.103202672
25,MONMOUTH,2920,MANALAPAN-ENGLISHTOWN REG,110,Wemrock Brook School,55,TOTAL,258,246,2,7,19,14,66,53,0,0,0,2,12,7,686,29,10,0,0,504,9,33,119,21,0.734693878,0.013119534,0.048104956,0.173469388,0.030612245,0.426709959,0.37297704,14.40649518,0.7812,-5.953164676
03,BERGEN,0080,ALPINE BORO,010,Alpine Elementary School,55,TOTAL,56,58,2,4,5,2,5,10,0,0,0,0,8,3,153,0,0,4,0,114,6,7,15,11,0.745098039,0.039215686,0.045751634,0.098039216,0.071895425,0.42641719,0.42641719,0,0.745098039,0
11,CUMBERLAND,0540,BRIDGETON CITY,150,Geraldine O Foster Early Childhood Center,55,TOTAL,8,8,49,40,159,127,0,1,0,0,0,0,2,2,396,69,9,4,100,16,89,286,1,4,0.04040404,0.224747475,0.722222222,0.002525253,0.01010101,0.426142741,0.457951961,-6.945973261,0.046894032,-13.83969566
25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,301,Academy of Law & Public Safety,55,TOTAL,39,23,1,2,5,12,0,2,0,0,0,1,0,0,85,9,3,0,0,62,3,17,2,1,0.729411765,0.035294118,0.2,0.023529412,0.011764706,0.426020761,0.513150716,-16.97940821,0.664888889,9.704309531
07,CAMDEN,1780,GLOUCESTER TWP,040,CHEWS ELEMENTARY SCHOOL,55,TOTAL,266,230,56,33,25,18,5,4,0,0,0,0,11,21,669,135,55,0,0,496,89,43,9,32,0.741405082,0.13303438,0.064275037,0.013452915,0.047832586,0.42602014,0.588028119,-27.55105983,0.590380384,25.58091409
27,MORRIS,4330,RANDOLPH TWP,075,Randolph Middle School,55,TOTAL,480,435,15,21,72,81,67,58,0,1,2,0,1,3,1236,74,27,18,0,915,36,153,125,7,0.740291262,0.029126214,0.123786408,0.101132686,0.00566343,0.425537542,0.445113868,-4.398049131,0.72462406,2.162114515
11,CUMBERLAND,0950,COMMERCIAL TWP,025,Haleyville-Mauricetown Elementary School,55,TOTAL,151,156,35,25,20,19,1,1,0,1,1,0,3,3,416,241,48,0,0,307,60,39,2,8,0.737980769,0.144230769,0.09375,0.004807692,0.019230769,0.425399871,0.434743854,-2.149307857,0.729452055,1.169194655
15,GLOUCESTER,5620,WEST DEPTFORD TWP,130,West Deptford Middle School,55,TOTAL,360,349,47,39,45,47,8,9,0,0,0,1,27,20,952,209,83,6,0,709,86,92,17,48,0.744747899,0.090336134,0.096638655,0.017857143,0.050420168,0.424989849,0.425745262,-0.177433125,0.74463773,0.014794986
07,CAMDEN,0680,CAMDEN CITY,305,Met East High School,55,TOTAL,0,0,51,51,21,24,0,0,0,0,0,0,0,0,147,81,0,0,0,0,102,45,0,0,0,0.693877551,0.306122449,0,0,0.42482299,0.516001031,-17.67012754,0.006993759,-100
25,MONMOUTH,2290,HOWELL TWP,030,Land O'Pines Elementary School,55,TOTAL,195,174,13,7,41,28,9,8,0,0,0,0,13,9,497,77,12,0,0,369,20,69,17,22,0.742454728,0.040241449,0.138832998,0.034205231,0.044265594,0.42473756,0.383295596,10.81201163,0.773869347,-4.059421464
31,PASSAIC,4010,PATERSON CITY,312,DR. MARTIN LUTHER KING JR EDUCATIONAL COMPLEX,55,TOTAL,5,8,107,104,333,276,4,1,1,0,0,0,8,3,850,420,6,120,0,13,211,609,5,12,0.015294118,0.248235294,0.716470588,0.005882353,0.014117647,0.424581315,0.474044271,-10.43424826,0.040178928,-61.93497837
05,BURLINGTON,3360,MOORESTOWN TWP,060,George C. Baker Elementary School,55,TOTAL,158,127,15,9,15,10,11,15,0,0,0,0,13,8,381,19,14,0,0,285,24,25,26,21,0.748031496,0.062992126,0.065616798,0.06824147,0.05511811,0.424480405,0.45672198,-7.059344022,0.722494203,3.534601862
29,OCEAN,0530,BRICK TWP,043,Lake Riviera Middle School,55,TOTAL,362,370,18,21,81,93,13,19,2,3,1,1,5,5,994,276,79,14,0,732,39,174,32,17,0.736418511,0.039235412,0.175050302,0.032193159,0.017102616,0.424176852,0.367509512,15.41928514,0.782313307,-5.866549328
07,CAMDEN,2540,LAUREL SPRINGS BORO,050,Laurel Springs School,55,TOTAL,70,79,6,12,11,10,1,2,0,0,0,0,6,3,200,56,7,2,0,149,18,21,3,9,0.745,0.09,0.105,0.015,0.045,0.4236,0.4236,0,0.745,0
37,SUSSEX,2240,HOPATCONG,050,Hudson Maxim Elementary School,55,TOTAL,112,98,4,3,34,23,3,5,1,0,1,3,0,0,287,51,27,8,0,210,7,57,8,5,0.731707317,0.024390244,0.198606272,0.027874564,0.017421603,0.423484563,0.398814471,6.185856806,0.753778338,-2.928051837
19,HUNTERDON,1510,FLEMINGTON-RARITAN REG,030,Barley Sheaf Elementary School,55,TOTAL,140,107,3,1,13,17,15,10,0,0,1,0,15,9,331,12,1,0,0,247,4,30,25,25,0.746223565,0.012084592,0.090634441,0.075528701,0.075528701,0.423380583,0.462091042,-8.377236515,0.71310695,4.643989905
17,HUDSON,2060,HARRISON TOWN,050,Harrison High School,55,TOTAL,69,79,10,5,269,227,10,11,0,0,1,0,0,1,682,464,119,54,1,148,15,496,21,2,0.217008798,0.021994135,0.727272727,0.030791789,0.002932551,0.422541086,0.467584021,-9.633121169,0.198308271,9.43002877
25,MONMOUTH,1660,FREEHOLD TWP,024,Dwight D. Eisenhower School,55,TOTAL,278,229,13,22,35,27,34,38,0,1,1,0,1,1,680,46,14,0,0,507,35,62,72,4,0.745588235,0.051470588,0.091176471,0.105882353,0.005882353,0.421890138,0.400786406,5.26558082,0.761506276,-2.090336134
39,UNION,3560,NEW PROVIDENCE BORO,080,New Providence Middle School,55,TOTAL,138,134,5,2,14,15,32,23,1,0,1,0,0,2,367,13,7,1,0,272,7,29,55,4,0.741144414,0.019073569,0.079019074,0.14986376,0.010899183,0.421519203,0.435663401,-3.246588444,0.728415759,1.74744374
25,MONMOUTH,1660,FREEHOLD TWP,020,Joseph J Catena School,55,TOTAL,203,168,12,9,25,19,27,27,0,1,1,0,2,3,497,53,14,2,0,371,21,44,54,7,0.746478873,0.042253521,0.088531187,0.108651911,0.014084507,0.421142549,0.400786406,5.079050306,0.761506276,-1.973378734
01,ATLANTIC,1960,HAMMONTON TOWN,050,Hammonton High School,55,TOTAL,549,496,49,34,141,116,3,8,0,0,0,0,13,10,1419,399,104,18,3,1045,83,257,11,23,0.736434109,0.058491896,0.18111346,0.007751938,0.016208598,0.421118605,0.475697886,-11.47351752,0.673251029,9.384772844
29,OCEAN,5190,TOMS RIVER REGIONAL,061,Toms River Intermediate School South,55,TOTAL,417,403,40,31,101,59,9,11,1,0,2,1,16,12,1103,344,70,5,0,820,71,160,20,32,0.743427017,0.0643699,0.14505893,0.018132366,0.029011786,0.420960226,0.417824628,0.750457979,0.747322252,-0.521225522
33,SALEM,4150,PITTSGROVE TWP,040,ARTHUR P SCHALICK HIGH SCHOOL,55,TOTAL,227.5,189,26,22.5,38,24.5,4,2.5,0,0,0,0,13.5,10.5,558,131.5,47.5,0,0,416.5,48.5,62.5,6.5,24,0.746415771,0.086917563,0.112007168,0.011648746,0.043010753,0.420777611,0.373330549,12.70912924,0.781415929,-4.479068993
07,CAMDEN,0680,CAMDEN CITY,030,Camden High School,55,TOTAL,3,0,274,212,108,89,0,1,1,1,0,0,0,0,689,412,0,3,0,3,486,197,1,2,0.004354136,0.705370102,0.285921626,0.001451379,0.002902758,0.420672353,0.516001031,-18.47451306,0.006993759,-37.74254773
29,OCEAN,3790,OCEAN COUNTY VOCATIONAL,030,Ocean County Vocational Technical School Toms River Center,55,TOTAL,68,59,2.5,6.5,9,24.5,1,0,0,0,0.5,0.5,1,0.5,173,48,11,0.5,0,127,9,33.5,1,2.5,0.734104046,0.052023121,0.193641618,0.005780347,0.014450867,0.420645528,0.362520104,16.03371057,0.786829083,-6.700951646
31,PASSAIC,4010,PATERSON CITY,250,SCHOOL 21,55,TOTAL,1,3,117,95,286,249,0,0,0,0,0,1,1,3,756,576,27,160,0,4,212,535,0,5,0.005291005,0.28042328,0.707671958,0,0.006613757,0.420491448,0.474044271,-11.29700888,0.040178928,-86.8313926
21,MERCER,5715,W WINDSOR-PLAINSBORO REG,130,TOWN CENTER ELEMENTARY SCHOOL AT PLAINSBORO,55,TOTAL,39,29,17,17,20,21,233,203,0,0,0,1,3,0,583,37,11,60,0,68,34,41,436,4,0.116638079,0.058319039,0.070325901,0.747855918,0.006861063,0.418713168,0.514367287,-18.59646236,0.240228988,-51.44712552
21,MERCER,5510,ROBBINSVILLE TWP,030,Robbinsville High School,55,TOTAL,351.5,351,16,21,16.5,17.5,79,95,0,0,0,0,1,3,951.5,34,14,3,0,702.5,37,34,174,4,0.738307935,0.03888597,0.035733053,0.182869154,0.004203889,0.418653623,0.481374512,-13.02954075,0.679558011,8.645313989
29,OCEAN,5190,TOMS RIVER REGIONAL,040,Toms River High School North,55,TOTAL,843.5,790.5,67,45.5,120.5,113,77.5,84,2,1,3,4,18,10.5,2180,423.5,100.5,15.5,0,1634,112.5,233.5,161.5,38.5,0.749541284,0.051605505,0.107110092,0.074082569,0.01766055,0.418252041,0.417824628,0.102294832,0.747322252,0.296931192
05,BURLINGTON,1060,DELRAN TWP,015,Delran Intermediate School,55,TOTAL,263,232,25,24,33,30,13,14,0,0,0,0,14,11,659,165,32,37,0,495,49,63,27,25,0.751138088,0.074355083,0.095599393,0.040971168,0.037936267,0.418005853,0.426755625,-2.050300194,0.744039735,0.95402874
35,SOMERSET,0555,BRIDGEWATER-RARITAN REG,045,CRIM ELEMENTARY SCHOOL,55,TOTAL,133,109,3,4,3,5,27,28,0,0,0,0,9,5,326,8,4,2,0,242,7,8,55,14,0.742331288,0.021472393,0.024539877,0.168711656,0.042944785,0.417573112,0.579081386,-27.89042761,0.582904466,27.35042043
13,ESSEX,0250,BELLEVILLE TOWN,080,Belleville PS8,55,TOTAL,28,16,26,22,173,144,5,5,0,0,1,0,0,4,424,246,63,34,0,44,48,317,10,5,0.103773585,0.113207547,0.747641509,0.023584906,0.011792453,0.416751958,0.547073653,-23.82159952,0.165070981,-37.13396226
29,OCEAN,5190,TOMS RIVER REGIONAL,050,Toms River High School South,55,TOTAL,516,485,46.5,63.5,81,76.5,21,18.5,0,0,0,0,12,16,1336,313.5,68,6,0,1001,110,157.5,39.5,28,0.749251497,0.082335329,0.117889222,0.029565868,0.020958084,0.416631837,0.417824628,-0.285476399,0.747322252,0.258154426
33,SALEM,1350,ELSINBORO TWP,050,Elsinboro Township School,55,TOTAL,50,46,2,8,6,4,0,0,0,0,0,0,7,5,128,47,12,0,0,96,10,10,0,12,0.75,0.078125,0.078125,0,0.09375,0.416503906,0.416503906,0,0.75,0
15,GLOUCESTER,1330,ELK TWP,010,Aura Elementary School,55,TOTAL,123,126,23,18,17,21,1,1,0,0,2,2,0,0,334,94,31,2,2,249,41,38,2,4,0.745508982,0.122754491,0.113772455,0.005988024,0.011976048,0.416024239,0.416024239,0,0.745508982,0
29,OCEAN,0320,BERKELEY TWP,025,BERKELEY TOWNSHIP ELEMENTARY SCHOOL,55,TOTAL,230,211,9,10,47,48,2,8,0,0,0,0,11,16,592,131,37,1,0,441,19,95,10,27,0.744932432,0.032094595,0.160472973,0.016891892,0.045608108,0.415928598,0.441037909,-5.693231991,0.726840855,2.489069952
13,ESSEX,1750,GLEN RIDGE BORO,075,Ridgewood Avenue School,55,TOTAL,218,222,10,9,23,14,25,14,0,0,0,0,18,31,584,1,0,0,0,440,19,37,39,49,0.753424658,0.032534247,0.063356164,0.066780822,0.08390411,0.415779227,0.406868876,2.189980879,0.76067475,-0.953113282
37,SUSSEX,1570,FRANKLIN BORO,060,Franklin Elementary School,55,TOTAL,175,180,17,11,34,30,5,5,0,0,0,0,9,8,474,138,20,5,0,355,28,64,10,17,0.748945148,0.05907173,0.135021097,0.021097046,0.035864979,0.415629618,0.415629618,0,0.748945148,0
07,CAMDEN,0680,CAMDEN CITY,245,Creative Arts Morgan Village Academy,55,TOTAL,1,0,84,182,36,69,0,2,0,0,0,0,0,0,374,223,0,3,0,1,266,105,2,0,0.002673797,0.711229947,0.280748663,0.005347594,0,0.415296405,0.516001031,-19.51636126,0.006993759,-61.76881942
03,BERGEN,3330,MONTVALE BORO,020,Fieldstone Middle School,55,TOTAL,177,175,1,3,14,15,49,42,0,0,0,0,0,1,477,5,0,5,0,352,4,29,91,1,0.737945493,0.008385744,0.060796646,0.190775681,0.002096436,0.415270141,0.446168,-6.925162408,0.713,3.498666573
03,BERGEN,2090,HAWORTH BORO,050,Haworth Public School,55,TOTAL,171,143,1,1,11,11,25,31,0,0,0,0,20,5,419,0,0,7,0,314,2,22,56,25,0.749403341,0.00477327,0.052505967,0.133651551,0.059665871,0.414192218,0.414192218,0,0.749403341,0
13,ESSEX,0660,CALDWELL-WEST CALDWELL,080,LINCOLN ELEMENTARY SCHOOL,55,TOTAL,102,75,1,3,18,19,11,4,0,0,1,1,2,0,237,23,0,12,0,177,4,37,15,4,0.746835443,0.016877637,0.156118143,0.063291139,0.016877637,0.413288469,0.30357254,36.14158536,0.826628352,-9.652815466
35,SOMERSET,0510,BRANCHBURG TWP,060,Stony Brook School,55,TOTAL,132,115,5,5,10,14,9,17,0,0,1,0,12,7,327,14,6,2,3,247,10,24,26,20,0.755351682,0.03058104,0.073394495,0.079510703,0.06116208,0.413059133,0.38764556,6.555878738,0.77195371,-2.150650724
39,UNION,1320,ELIZABETH CITY,310,Dr. Antonia Pantoja School No. 27,55,TOTAL,25,32,110,87,363,391,6,6,0,0,0,0,0,0,1020,803,73,227,0,57,197,754,12,0,0.055882353,0.193137255,0.739215686,0.011764706,0,0.412996924,0.456746077,-9.578440835,0.079949092,-30.10257938
25,MONMOUTH,3030,MARLBORO TWP,040,Frank J. Dugan Elementary School,55,TOTAL,217,203,3,1,16,15,49,58,0,0,0,1,2,2,567,7,1,0,0,420,4,31,107,5,0.740740741,0.007054674,0.054673721,0.188712522,0.008818342,0.412573992,0.504836146,-18.27566336,0.654015182,13.26048101
07,CAMDEN,0390,BLACK HORSE PIKE REGIONAL,050,Triton Regional High School,55,TOTAL,438,443,53,33,63,49,44,39,0,0,0,0,4,2,1168,275,67,20,0,881,86,112,83,6,0.754280822,0.073630137,0.095890411,0.071061644,0.005136986,0.411367928,0.548749664,-25.03541144,0.623247033,21.0243742
29,OCEAN,2520,LAKEWOOD TWP,300,Lakewood Early Childhood Center,55,TOTAL,41,18,5,7,127,84,0,3,0,0,0,0,1,0,286,172,4,1,0,59,12,211,3,1,0.206293706,0.041958042,0.737762238,0.01048951,0.003496503,0.411267055,0.277777679,48.05619256,0.046667772,342.047473
35,SOMERSET,0510,BRANCHBURG TWP,090,Whiton Elementary School,55,TOTAL,221,245,9,10,16,20,37,38,0,1,1,1,6,13,618,39,8,13,0,466,19,36,75,22,0.754045307,0.030744337,0.058252427,0.121359223,0.035598706,0.411081786,0.38764556,6.045787305,0.77195371,-2.319880367
80,CHARTERS,8010,Union County TEAMS CS,980,Union County TEAMS Charter School,55,TOTAL,0,2,129,145,37,65,0,0,0,0,0,0,2,1,381,233,42,5,0,2,274,102,0,3,0.005249344,0.719160105,0.267716535,0,0.007874016,0.411047044,0.411047044,0,0.005249344,0
15,GLOUCESTER,5120,SWEDESBORO-WOOLWICH,050,GOVERNOR CHARLES C STRATTON,55,TOTAL,185,148,16,17,22,19,12,19,0,0,0,2,1,0,441,58,9,20,0,333,33,41,31,3,0.755102041,0.074829932,0.092970522,0.070294785,0.006802721,0.410590238,0.39662046,3.522203047,0.764294049,-1.202679545
39,UNION,2660,LINDEN CITY,120,Number 5,55,TOTAL,3,0,126,104,36,41,1,0,0,0,0,0,3,2,316,181,36,4,0,3,230,77,1,5,0.009493671,0.727848101,0.243670886,0.003164557,0.015822785,0.410511136,0.68112534,-39.73045611,0.228076053,-95.83749773
27,MORRIS,0785,SCH DIST OF THE CHATHAMS,080,Southern Boulevard School,55,TOTAL,183,167,1,1,18,9,34,27,0,0,0,0,11,13,464,3,2,2,0,350,2,27,61,24,0.754310345,0.004310345,0.058189655,0.131465517,0.051724138,0.40765272,0.319809998,27.4671594,0.817164179,-7.691702094
13,ESSEX,3570,NEWARK CITY,004,N J REGIONAL DAY SCHOOL - NEWARK,55,TOTAL,5,1,65,33,18,11,0,0,0,0,0,0,0,0,133,89,15,0,0,6,98,29,0,0,0.045112782,0.736842105,0.218045113,0,0,0.407484878,0.57881745,-29.60045046,0.07670427,-41.18608751
07,CAMDEN,1890,HADDON TWP,070,CLYDE S. JENNINGS ELEMENTARY SCHOOL,55,TOTAL,39,49,3,3,9,3,1,3,0,0,0,0,3,3,116,22,4,1,0,88,6,12,4,6,0.75862069,0.051724138,0.103448276,0.034482759,0.051724138,0.40725327,0.28654776,42.12404577,0.839363242,-9.619500595
13,ESSEX,5370,VERONA BORO,100,Laning Avenue School,55,TOTAL,96,103,4,2,19,12,9,10,0,0,0,1,4,3,263,1,0,0,0,199,6,31,19,8,0.756653992,0.022813688,0.117870722,0.072243346,0.030418251,0.406916393,0.336430373,20.95114629,0.806481697,-6.178404933
31,PASSAIC,2510,LAKELAND REGIONAL,050,Lakeland Regional High School,55,TOTAL,379.5,340.5,14,9,63.5,66,22.5,21,10,8,0,0,7,12,953,99.5,27,2,0,720,23,129.5,43.5,37,0.755508919,0.024134313,0.135886674,0.045645331,0.038824764,0.406567761,0.406567761,0,0.755508919,0
41,WARREN,2790,LOPATCONG TWP,060,Lopatcong Township Middle School,55,TOTAL,173,132,14,18,21,23,8,12,1,0,1,0,0,0,403,50,26,0,0,305,32,44,20,2,0.756823821,0.079404467,0.109181141,0.049627792,0.004962779,0.406504566,0.39439864,3.069464364,0.766705744,-1.288880795
39,UNION,3560,NEW PROVIDENCE BORO,090,Salt Brook School,55,TOTAL,268,226,6,5,27,24,45,53,0,0,0,0,1,2,657,18,4,7,0,494,11,51,98,3,0.751902588,0.01674277,0.077625571,0.149162861,0.00456621,0.40606604,0.435663401,-6.793630424,0.728415759,3.224371336
01,ATLANTIC,0110,ATLANTIC CITY,070,New York Avenue School,55,TOTAL,4,4,225,234,63,56,11,8,0,0,0,3,4,4,616,551,8,34,0,8,459,119,19,11,0.012987013,0.74512987,0.193181818,0.030844156,0.017857143,0.40602336,0.673795648,-39.74087534,0.056521739,-77.02297702
25,MONMOUTH,1650,FREEHOLD REGIONAL,080,Marlboro High School,55,TOTAL,759.5,686,19,16,41.5,34.5,168,192,1,0,2.5,0,8,8,1936,70,20,0,0,1445.5,35,76,360,19.5,0.746642562,0.018078512,0.039256198,0.185950413,0.010072314,0.405977995,0.382832388,6.045885246,0.774371356,-3.580813456
27,MORRIS,3460,MOUNTAIN LAKES BORO,080,Wildwood Elementary School,55,TOTAL,189,149,2,2,5,12,37,41,2,1,0,0,2,9,451,0,0,3,0,338,4,17,78,14,0.749445676,0.00886918,0.037694013,0.172949002,0.031042129,0.405956706,0.376181759,7.915042705,0.776099803,-3.434368446
03,BERGEN,5755,WESTWOOD REGIONAL,070,Brookside Elementary School,55,TOTAL,150,142,5,3,32,33,10,8,0,0,0,0,3,3,389,35,4,18,0,292,8,65,18,6,0.750642674,0.020565553,0.167095116,0.046272494,0.015424165,0.405812809,0.404208644,0.396865483,0.756791249,-0.812453282
15,GLOUCESTER,5500,WASHINGTON TWP,050,ORCHARD VALLEY MIDDLE SCHOOL,55,TOTAL,223,218,36,36,16,10,11,12,0,0,1,0,6,13,582,147,32,6,0,441,72,26,23,20,0.757731959,0.12371134,0.04467354,0.0395189,0.034364261,0.405799412,0.342602903,18.44599336,0.804042059,-5.759661447
